=== TABELA: COMPRAS ===
ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total
CO01490,170.618.763-53,P014,2024-05-03,1,79.9,3.5,79.9
CO01491,849.234.192-47,P008,2024-12-14,4,219.89,2.0,879.56
CO01492,606.971.432-33,P025,2025-07-24,1,219.89,4.1,219.89
CO01493,873.553.727-74,P029,2025-06-11,2,39.9,4.4,79.8
CO01494,172.626.343-45,P023,2025-03-24,1,116.91,4.7,116.91
CO01495,218.891.513-75,P027,2025-09-17,1,116.91,4.9,116.91
CO01496,172.626.343-45,P027,2024-04-17,5,116.91,1.2,584.55
CO01497,548.953.656-48,P021,2025-01-05,1,249.9,4.5,249.9
CO01498,568.423.869-19,P024,2025-06-02,3,44.91,3.8,134.73
CO01499,144.425.862-70,P024,2025-01-07,1,44.91,1.6,44.91
CO01500,915.679.901-15,P027,2024-07-25,,116.91,1.5,233.82
CO01501,334.790.956-83,P014,2025-04-30,1,79.9,2.0,79.9
CO01502,470.750.948-68,P010,2024-09-29,5,142.89,1.7,714.45
CO01503,863.663.438-55,P023,2025-11-11,,116.91,2.4,467.64
CO01504,552.791.318-75,P005,2024-08-21,5,83.88,2.7,419.4
CO01505,322.159.693-79,P026,2025-02-23,4,299.88,2.7,1199.52
CO01506,218.891.513-75,P028,2025-01-05,5,35.91,4.2,179.55
CO01507,891.396.181-39,P015,2025-06-13,2,39.9,4,1,79.8
CO01508,839.996.836-43,P003,2024-06-17,3,24.9,2.3,74.7
CO01509,548.182.712-15,P002,2025-11-07,4,219.89,4.0,879.56
CO01510,734.183.529-94,P029,2025-10-08,5,39.9,1.2,199.5
CO01511,129.147.432-17,P010,2025-11-28,4,142.89,2.6,571.56
CO01512,721.921.460-38,P028,2024-11-17,3,35.91,3.9,107.73
CO01513,730.927.651-71,P001,2025-09-17,3,191.88,4.6,575.64
CO01514,709.169.791-40,P023,2024-07-29,4,116.91,2.8,467.64
CO01515,490.685.467-83,P020,2025-12-15,5,87.89,3.6,439.45
CO01516,730.927.651-71,P029,2024-11-04,4,39.9,4.1,159.6
CO01517,187.849.597-18,P002,2024-05-09,5,219.89,2.3,1099.45
CO01518,129.147.432-17,P018,2025-06-07,3,175.89,1.9,527.67
CO01519,721.921.460-38,P010,2025-10-12,5,142.89,2.4,714.45
CO01520,568.423.869-19,P001,2025-07-06,1,191.88,4.6,191.88
CO01521,868.981.888-23,P008,2025-06-01,3,219.89,3.9,659.67
CO01522,199.774.541-55,P024,2024-09-22,1,44.91,4.4,44.91
CO01523,115.839.247-62,P012,2025-10-28,1,44.91,1.2,44.91
CO01524,355.995.177-66,P015,2024-01-06,3,39.9,3.3,119.7
CO01525,933.878.663-14,P011,2025-08-18,2,269.91,4.2,539.82
CO01526,905.652.997-56,P023,2024-08-27,5,116.91,4.4,584.55
CO01527,950.188.385-67,P010,2025-08-09,3,142.89,3.7,428.67
CO01528,322.159.693-79,P023,2024-09-10,4,116.91,3.1,467.64
CO01529,172.626.343-45,P011,2025-01-04,5,269.91,3.3,1349.55
CO01530,933.878.663-14,P004,2025-02-25,2,335.88,3.8,671.76
CO01531,471.999.951-49,P003,2024-05-13,1,24.9,,24.9
CO01532,961.216.572-25,P007,2025-11-24,4,59.88,1.3,239.52
CO01533,350.643.521-82,P013,2025-02-08,5,80.91,3.2,404.55
CO01534,151.670.355-25,P019,2025-03-26,4,179.91,3.5,719.64
CO01535,986.252.557-78,P024,2024-05-27,4,44.91,4.3,179.64
CO01536,115.839.247-62,P005,2024-05-12,4,83.88,3.8,335.52
CO01537,424.741.835-72,P028,2024-08-05,5,35.91,1.5,179.55
CO01538,933.878.663-14,P016,2025-07-26,1,38.39,4.0,38.39
CO01539,413.779.695-57,P030,2025-02-22,1,65.89,3.4,65.89
CO01540,199.774.541-55,P004,2024-02-11,3,335.88,3.3,1007.64
CO01541,129.147.432-17,P005,2025-01-18,1,83.88,2.5,83.88
CO01542,185.758.538-27,P010,2024-05-26,4,142.89,1.1,571.56
CO01543,614.973.643-30,P026,2024-11-08,5,299.88,2.7,1499.4
CO01544,517.438.655-69,P007,2025-05-15,2,59.88,4.3,119.76
CO01545,125.859.381-41,P004,2024-02-15,5,335.88,2.4,1679.4
CO01546,805.708.581-47,P016,2025-04-08,5,38.39,2.2,191.95
CO01547,170.618.763-53,P026,2025-09-12,4,299.88,2.9,1199.52
CO01548,985.510.160-31,P025,2025-04-16,2,219.89,3.0,439.78
CO01549,786.207.978-30,P022,2024-11-29,4,89.91,1.6,359.64
CO01550,662.269.371-77,P026,2025-02-23,5,299.88,3.7,1499.4
CO01551,146.155.666-47,P008,2024-02-16,4,219.89,2.4,879.56
CO01552,881.874.279-70,P024,2024-06-18,3,44.91,3.6,134.73
CO01553,949.743.733-56,P019,2024-05-06,3,179.91,3.2,539.73
CO01554,849.234.192-47,P003,2025-07-08,2,24.9,4.8,49.8
CO01555,114.370.649-25,P025,2025-06-18,1,219.89,4.8,219.89
CO01556,696.665.251-65,P025,2024/01/20,4,219.89,3.0,879.56
CO01557,296.294.649-67,P022,2024-01-20,5,89.91,1.7,449.55
CO01558,381.550.179-46,P026,2025-12-23,2,299.88,2.0,599.76
CO01559,942.753.480-23,P015,2025-09-13,1,39.9,4.2,39.9
CO01560,885.477.271-87,P013,2024-01-24,5,80.91,1.2,404.55
CO01561,470.750.948-68,P014,2025-06-24,2,79.9,2.7,159.8
CO01562,736.256.344-26,P013,2024-04-11,3,80.91,1.4,242.73
CO01563,806.356.567-48,P006,2024-09-18,3,95.88,1.6,287.64
CO01564,662.269.371-77,P005,2025-11-25,3,83.88,4.8,251.64
CO01565,779.206.999-27,P002,2024-07-04,5,219.89,4.8,1099.45
CO01566,949.743.733-56,P023,2024-04-11,1,116.91,2.2,116.91
CO01567,736.256.344-26,P005,2024-09-21,4,83.88,4.6,335.52
CO01568,223.838.297-50,P027,2024-09-02,1,116.91,1.2,116.91
CO01569,296.530.780-58,P016,2025-01-29,5,38.39,4.0,191.95
CO01570,789.769.761-22,P009,2025-07-20,1,87.89,2.3,87.89
CO01571,724.857.201-36,P003,2025-10-10,4,24.9,,99.6
CO01572,619.416.782-62,P030,2025-08-23,1,65.89,2.1,65.89
CO01573,107.172.824-90,P008,2024-05-08,5,219.89,3.6,1099.45
CO01574,185.758.538-27,P019,2025-10-13,4,179.91,2.8,719.64
CO01575,229.614.704-52,P007,2024-06-21,2,59.88,2.5,119.76
CO01576,552.791.318-75,P018,2025-07-22,4,175.89,4.8,703.56
CO01577,786.207.978-30,P002,2025-09-27,1,219.89,4.3,219.89
CO01578,405.871.499-63,P021,2025-05-08,2,249.9,1.0,499.8
CO01579,560.365.869-41,P020,2025-01-24,3,87.89,4.4,263.67
CO01580,950.188.385-67,P027,2025-06-06,2,116.91,3.3,233.82
CO01581,517.438.655-69,P002,2025-07-30,2,219.89,4.0,439.78
CO01582,839.996.836-43,P010,2024-05-05,1,142.89,2.6,142.89
CO01583,322.159.693-79,P024,2025-03-18,5,44.91,5.0,224.55
CO01584,940.914.992-39,P020,2024-11-21,5,87.89,4.8,439.45
CO01585,470.750.948-68,P021,2025-12-25,3,249.9,4.9,749.7
CO01586,786.207.978-30,P009,2024-11-25,2,87.89,3.6,175.78
CO01587,470.750.948-68,P007,2024-12-02,4,59.88,4.8,239.52
CO01588,881.444.204-21,P030,2024-01-03,2,65.89,3.6,131.78
CO01589,961.216.572-25,P001,2025-02-27,1,191.88,3.7,191.88
CO01590,743.199.742-92,P029,2025-07-05,4,39.9,4.0,159.6
CO01591,471.999.951-49,P026,2025-11-18,1,299.88,3.2,299.88
CO01592,881.874.279-70,P022,2025-01-20,1,89.91,2.4,89.91
CO01593,386.710.818-45,P013,2025-12-14,2,80.91,4.4,161.82
CO01594,674.303.833-93,P004,2024-07-16,4,335.88,2.5,1343.52
CO01595,881.874.279-70,p001,2024-10-14,2,191.88,4.0,383.76
CO01596,386.710.818-45,P007,2025-10-02,1,59.88,4.3,59.88
CO01597,185.758.538-27,P026,2025-05-20,2,299.88,1.9,599.76
CO01598,347.837.516-72,P002,2025-12-21,3,219.89,3.0,659.67
CO01599,940.914.992-39,P001,2025-10-15,2,191.88,4.9,383.76
CO01600,941.166.510-72,P004,2025-05-20,3,335.88,3.3,1007.64
CO01601,779.206.999-27,P018,2025-08-02,2,175.89,3.6,351.78
CO01602,905.652.997-56,P006,2024-03-07,1,95.88,3.4,95.88
CO01603,195.871.969-40,P009,2025-06-19,5,87.89,4.4,439.45
CO01604,381.550.179-46,P007,2025-12-10,1,59.88,5.0,59.88
CO01605,337.572.753-42,P020,2025-04-09,3,87.89,3.7,263.67
CO01606,125.859.381-41,P014,2024-11-26,1,79.9,4.4,79.9
CO01607,579.805.411-99,P028,2025-11-27,4,35.91,2.1,143.64
CO01608,332.864.192-65,P015,2024-02-14,4,39.9,2.4,159.6
CO01609,690.294.360-15,P002,2025-06-29,3,219.89,4.7,659.67
CO01610,750.933.603-21,P011,2024-12-08,1,269.91,2.6,269.91
CO01611,471.999.951-49,P029,2024-08-19,5,39.9,4.2,199.5
CO01612,535.217.657-38,P003,2024-12-03,2,24.9,1.8,49.8
CO01613,358.954.183-70,P003,2025-03-18,1,24.9,1.1,24.9
CO01614,949.743.733-56,P019,2024-09-10,3,179.91,4.4,539.73
CO01615,840.684.690-70,P016,2024-02-25,2,38.39,4.8,76.78
CO01616,915.679.901-15,P017,2025-09-06,2,80.91,4.8,161.82
CO01617,334.790.956-83,P025,2025-08-15,1,219.89,3.5,219.89
CO01618,355.995.177-66,P003,2025-01-21,1,24.9,4.7,24.9
CO01619,765.170.899-93,produto_5,2024-03-04,1,39.9,4.1,39.9
CO01620,881.874.279-70,P002,2025-03-18,3,219.89,3.4,659.67
CO01621,887.756.448-24,P004,2024-10-28,1,335.88,3.2,335.88
CO01622,856.595.383-85,P013,2025-02-24,1,80.91,3.5,80.91
CO01623,619.416.782-62,P028,2025-09-30,5,35.91,4.1,179.55
CO01624,674.303.833-93,P015,2025-03-14,4,39.9,2.9,159.6
CO01625,107.172.824-90,P011,2024-12-02,1,269.91,2.8,269.91
CO01626,466.315.798-41,P004,2025-12-31,1,335.88,1.0,335.88
CO01627,839.996.836-43,P019,2024-05-09,2,179.91,4.6,359.82
CO01628,446.738.809-60,P009,2025-09-27,3,87.89,2.7,263.67
CO01629,881.874.279-70,P006,2024-02-15,2,95.88,1.6,191.76
CO01630,710.579.641-42,P005,2025-06-09,3,83.88,3.3,251.64
CO01631,386.710.818-45,P010,2024-05-29,5,142.89,4.5,714.45
CO01632,709.169.791-40,P016,2024-10-25,3,38.39,3.4,115.17
CO01633,413.779.695-57,P001,2025-11-25,5,191.88,3.3,959.4
CO01634,709.169.791-40,P002,2025-07-26,2,219.89,3.0,439.78
CO01635,697.508.470-38,P014,2024-07-24,3,79.9,1.8,239.7
CO01636,854.440.901-62,P026,2025-11-14,1,299.88,2.4,299.88
CO01637,961.216.572-25,P023,2024-12-05,4,116,91,3.4,467.64
CO01638,942.753.480-23,P019,2025-03-04,3,179.91,3.5,539.73
CO01639,177.706.807-90,P006,2024-02-13,1,95.88,2.8,95.88
CO01640,566.429.990-34,P008,2025-12-10,1,219.89,3.6,219.89
CO01641,472.541.171-95,P015,2025-05-07,5,39.9,1.9,199.5
CO01642,177.706.807-90,P026,2024-07-07,4,299.88,1.8,1199.52
CO01643,704.532.132-13,P012,2024-01-31,1,44.91,1.3,44.91
CO01644,743.199.742-92,P004,2024-07-18,2,335.88,2.2,671.76
CO01645,724.326.763-18,P030,2024-01-31,3,65.89,1.2,197.67
CO01646,735.867.258-40,P007,2024-09-25,3,59.88,1.7,179.64
CO01647,378.388.719-36,P011,2024-07-19,5,269.91,2.0,1349.55
CO01648,926.144.847-68,P006,2024-01-22,3,95.88,4.6,287.64
CO01649,322.159.693-79,P013,2024-08-03,1,80.91,2.4,80.91
CO01650,435.316.565-51,P015,2025-01-16,2,39.9,2.5,79.8
CO01651,779.206.999-27,P017,2025-12-29,5,80.91,4.5,404.55
CO01652,887.756.448-24,P004,2024-05-13,2,335.88,4.5,671.76
CO01653,696.665.251-65,P007,2025-01-18,5,59.88,2.5,299.4
CO01654,736.256.344-26,P020,2024-09-07,4,87.89,4.9,351.56
CO01655,167.316.680-50,P025,2025-07-02,5,219.89,3.3,1099.45
CO01656,379.546.597-13,P026,2024-02-24,2,299.88,2.3,599.76
CO01657,241.254.336-59,P028,2025-08-21,2,35.91,4.4,71.82
CO01658,986.252.557-78,P007,2025-11-10,1,59.88,4.1,59.88
CO01659,887.756.448-24,P006,2025-10-22,5,95.88,2.6,479.4
CO01660,446.738.809-60,P012,2024-07-02,4,44.91,3.1,179.64
CO01661,885.477.271-87,P023,2025-05-09,3,116.91,3.1,350.73
CO01662,566.429.990-34,P016,2025-10-15,3,38.39,3.3,115.17
CO01663,724.326.763-18,P021,2024-07-26,1,249.9,1.8,249.9
CO01664,786.207.978-30,P028,2024-11-09,2,35.91,2.6,71.82
CO01665,535.217.657-38,P029,2025-01-18,4,39.9,3.3,159.6
CO01666,835.813.493-73,P018,2024-03-27,1,175.89,1.5,175.89
CO01667,379.546.597-13,P015,2025-08-20,5,39.9,2.4,199.5
CO01668,801.432.963-17,P015,2025-03-12,5,39.9,3,5,199.5
CO01669,786.207.978-30,P015,2025-05-24,4,39.9,2.6,159.6
CO01670,736.256.344-26,P009,2025-03-28,4,87.89,1.1,351.56
CO01671,619.416.782-62,P009,2024-03-25,1,87.89,2.4,87.89
CO01672,379.546.597-13,P027,2025/10/21,5,116.91,3.1,584.55
CO01673,471.999.951-49,P026,2024-04-10,3,299.88,4.7,899.64
CO01674,296.294.649-67,P003,2024-07-24,3,24.9,1.2,74.7
CO01675,915.679.901-15,P007,2025-11-30,,59.88,2.0,179.64
CO01676,381.550.179-46,P007,2025-07-10,5,59.88,5.0,299.4
CO01677,868.981.888-23,P001,2024-12-20,3,191.88,2.1,575.64
CO01678,894.635.489-67,P013,2024-01-13,5,80.91,4.0,404.55
CO01679,826.262.418-80,P021,2024-06-01,5,249.9,5.0,1249.5
CO01680,941.166.510-72,P008,2024-08-02,2,219.89,3.9,439.78
CO01681,961.216.572-25,P008,2025-07-19,5,219.89,3.3,1099.45
CO01682,662.234.394-66,P024,2024-03-28,,44.91,2.4,179.64
CO01683,765.170.899-93,P028,2025-12-15,2,35.91,2.7,71.82
CO01684,805.708.581-47,P007,2025-07-25,4,59.88,2.8,239.52
CO01685,891.396.181-39,P012,2024-05-11,2,44.91,3.3,89.82
CO01686,435.316.565-51,P024,2025-11-05,1,44.91,3.0,44.91
CO01687,606.971.432-33,P011,2025-12-03,2,269.91,2.7,539.82
CO01688,894.635.489-67,P025,2025-08-24,5,219.89,,1099.45
CO01689,926.144.847-68,P019,2024-06-06,1,179.91,4.7,179.91
CO01690,177.706.807-90,P019,2025/08/10,5,179.91,4.7,899.55
CO01691,580.590.551-53,P013,2024-03-06,2,80.91,4.8,161.82
CO01692,337.572.753-42,P013,2024-12-02,2,80.91,2.9,161.82
CO01693,944.593.925-47,P015,2024-04-16,3,39.9,1.4,119.7
CO01694,721.921.460-38,P006,2025-09-09,1,95.88,4.3,95.88
CO01695,986.252.557-78,P001,2025-01-30,2,191.88,1.8,383.76
CO01696,517.438.655-69,P007,2025-06-20,2,59.88,2.2,119.76
CO01697,839.996.836-43,P015,2024-01-12,1,39.9,2.5,39.9
CO01698,779.206.999-27,P011,2024-04-23,4,269.91,2.6,1079.64
CO01699,985.510.160-31,P018,2024-03-11,4,175.89,2.9,703.56
CO01700,146.155.666-47,P029,2024-07-29,2,39.9,1.5,79.8
CO01701,358.954.183-70,P014,2025-08-11,4,79.9,1.6,319.6
CO01702,358.954.183-70,P019,2025-12-02,2,179.91,3.0,359.82
CO01703,218.891.513-75,P009,2024-05-26,2,87.89,1.0,175.78
CO01704,750.933.603-21,P003,2024-09-09,4,24.9,3.4,99.6
CO01705,350.643.521-82,P011,2025-04-16,5,269.91,4.5,1349.55
CO01706,292.630.470-89,P019,2024-10-21,1,179.91,3.9,179.91
CO01707,933.878.663-14,P012,2024-06-28,3,44.91,2.6,134.73
CO01708,805.708.581-47,P008,2025-03-18,2,219.89,4.6,439.78
CO01709,218.891.513-75,P013,2024-04-07,2,80.91,3.8,161.82
CO01710,580.590.551-53,P023,2024-06-10,1,116.91,2.0,116.91
CO01711,381.550.179-46,P029,2024-03-09,5,39.9,2.2,199.5
CO01712,128.218.998-43,P030,2025-07-20,4,65.89,2.6,263.56
CO01713,355.995.177-66,P012,2025-05-31,1,44.91,4.0,44.91
CO01714,692.126.419-83,P014,2024-07-31,4,79.9,1.7,319.6
CO01715,115.839.247-62,P002,2025-10-16,4,219.89,1.1,879.56
CO01716,292.630.470-89,P013,2024-07-18,3,80.91,4.0,242.73
CO01717,941.166.510-72,P002,2025-12-27,1,219.89,2.0,219.89
CO01718,392.533.813-81,P011,2024-03-10,4,269.91,2.9,1079.64
CO01719,187.849.597-18,P018,2025-03-24,2,175.89,3.9,351.78
CO01720,322.159.693-79,P016,2024-06-23,3,38.39,4.4,115.17
CO01721,881.444.204-21,P020,2024-05-07,1,87.89,1.7,87.89
CO01722,337.572.753-42,P024,2025-11-18,4,44.91,1.7,179.64
CO01723,674.303.833-93,P022,2025-01-01,3,89.91,1.6,269.73
CO01724,357.966.152-21,P007,2025-06-29,1,59.88,4.6,59.88
CO01725,128.218.998-43,P015,2025-06-19,1,39.9,4.3,39.9
CO01726,172.626.343-45,P013,2025-09-04,3,80.91,2.8,242.73
CO01727,704.532.132-13,P002,2024-09-12,4,219.89,4.1,879.56
CO01728,863.663.438-55,P030,2024-01-17,2,65.89,1.8,131.78
CO01729,819.980.564-19,P001,2024-07-15,,191.88,2.3,191.88
CO01730,887.756.448-24,P008,2025-11-11,1,219.89,4.2,219.89
CO01731,548.953.656-48,P024,2025-06-08,,44.91,1.2,89.82
CO01732,840.684.690-70,P027,2025-10-03,3,116.91,2.3,350.73
CO01733,696.665.251-65,P020,2025-02-08,2,87.89,4.7,175.78
CO01734,161.269.911-49,P004,2024-12-31,2,335.88,1.9,671.76
CO01735,885.477.271-87,P006,2024-11-19,1,95.88,2.6,95.88
CO01736,928.990.106-30,P013,2024-03-08,2,80.91,2.8,161.82
CO01737,241.254.336-59,P021,2024-03-09,5,249.9,2.5,1249.5
CO01738,128.218.998-43,P014,2025-05-26,3,79.9,4.1,239.7
CO01739,,P023,2025-08-05,5,116.91,4.2,584.55
CO01740,779.206.999-27,P009,2025-10-08,1,87.89,3.4,87.89
CO01741,146.155.666-47,P022,2025-10-12,2,89.91,2.3,179.82
CO01742,736.256.344-26,P028,2024-01-19,4,35.91,1.3,143.64
CO01743,724.326.763-18,P015,2024-08-26,4,39.9,3.0,159.6
CO01744,229.614.704-52,P019,2025-09-23,1,179.91,1.9,179.91
CO01745,355.995.177-66,P010,2024-09-06,2,142.89,4.0,285.78
CO01746,471.999.951-49,P002,2024-10-30,2,219.89,2.5,439.78
CO01747,854.440.901-62,P005,2024-02-08,4,83.88,1.8,335.52
CO01748,296.530.780-58,P030,2025-03-30,5,65.89,5.0,329.45
CO01749,177.706.807-90,P005,2024-02-10,3,83.88,2.3,251.64
CO01750,129.147.432-17,P026,2024-10-22,4,299.88,3.6,1199.52
CO01751,949.743.733-56,P008,2024-07-29,3,219.89,2.4,659.67
CO01752,806.356.567-48,P002,2025-12-13,2,219.89,4.2,439.78
CO01753,710.544.453-50,P020,2024-07-06,4,87.89,3.1,351.56
CO01754,881.874.279-70,P021,2025-05-18,1,249.9,1.3,249.9
CO01755,839.996.836-43,P007,2024-05-24,1,59.88,3.5,59.88
CO01756,491.993.139-70,P005,2025-07-16,1,83.88,1.7,83.88
CO01757,491.993.139-70,P008,2025-04-23,5,219.89,1.3,1099.45
CO01758,358.954.183-70,P006,2024-06-29,2,95.88,2.0,191.76
CO01759,195.938.869-40,P010,2025-10-12,3,142.89,3.3,428.67
CO01760,854.440.901-62,P009,2025-01-03,4,87.89,1.3,351.56
CO01761,941.166.510-72,P013,2025-03-08,2,80.91,2.9,161.82
CO01762,115.839.247-62,P020,2025-05-08,4,87.89,4.0,351.56
CO01763,926.144.847-68,P025,2024-03-26,4,219.89,2.7,879.56
CO01764,960.578.230-89,P020,2024-06-28,5,87.89,1.6,439.45
CO01765,835.813.493-73,P013,2024-10-17,4,80.91,2.2,323.64
CO01766,223.838.297-50,P018,2024-12-07,5,175.89,2.9,879.45
CO01767,392.533.813-81,P023,2024-07-13,4,116.91,1.8,467.64
CO01768,704.532.132-13,P001,2025-01-18,5,191.88,3.9,959.4
CO01769,986.252.557-78,P013,2025-01-17,4,80.91,4.8,323.64
CO01770,403.332.469-32,P016,2025-08-25,3,38.39,3.6,115.17
CO01771,961.754.619-87,P014,2024-05-07,1,79.9,5.0,79.9
CO01772,403.332.469-32,P030,2025-03-22,5,65.89,1.6,329.45
CO01773,835.813.493-73,P025,2025-05-15,3,219.89,3.0,659.67
CO01774,413.779.695-57,P023,2025-03-10,1,116.91,3.6,116.91
CO01775,195.938.869-40,P008,2025-01-05,4,219.89,1.1,879.56
CO01776,891.396.181-39,P023,2025-04-11,2,116.91,2.0,233.82
CO01777,709.169.791-40,P009,2025-11-09,2,87.89,3.4,175.78
CO01778,618.371.235-54,P001,2025-10-21,1,191.88,4.1,191.88
CO01779,403.332.469-32,P013,2024-03-23,5,80.91,4.9,404.55
CO01780,332.864.192-65,P030,2024-06-18,2,65.89,4.5,131.78
CO01781,161.269.911-49,P009,2025-06-29,3,87.89,3.0,263.67
CO01782,856.595.383-85,P019,2024-04-01,3,179.91,3.9,539.73
CO01783,840.684.690-70,P021,2024-12-18,5,249.9,4.1,1249.5
CO01784,614.973.643-30,P009,2025-02-11,2,87.89,4.7,175.78
CO01785,435.316.565-51,P001,2024-01-02,2,191.88,4.3,383.76
CO01786,223.353.330-18,P003,2025-11-01,4,24.9,3.1,99.6
CO01787,888.698.812-12,P024,2025-01-18,,44.91,1.7,179.64
CO01788,674.109.214-19,P023,2024-07-05,2,116.91,1.8,233.82
CO01789,229.614.704-52,p004,2024-08-05,4,335.88,3.3,1343.52
CO01790,674.109.214-19,P007,2024-07-15,1,59.88,4.0,59.88
CO01791,868.981.888-23,P029,2025-10-01,4,39.9,2.8,159.6
CO01792,840.684.690-70,P028,2024-03-28,2,35.91,1.3,71.82
CO01793,223.838.297-50,P004,2024-01-31,3,335.88,1.3,1007.64
CO01794,724.326.763-18,P008,2024-04-13,4,219.89,2.9,879.56
CO01795,674.303.833-93,P002,2024-01-08,3,219.89,4.0,659.67
CO01796,724.326.763-18,P026,2025-06-18,1,299.88,1.4,299.88
CO01797,704.532.132-13,P013,2024-09-29,5,80.91,3.1,404.55
CO01798,448.906.619-44,P016,2024-12-10,3,38.39,3.4,115.17
CO01799,413.779.695-57,P022,2024-09-02,3,89.91,5.0,269.73
CO01800,347.837.516-72,P022,2024-02-28,4,89.91,2.5,359.64
CO01801,386.710.818-45,P028,2024-01-04,3,35.91,4.2,107.73
CO01802,933.878.663-14,P028,2024-05-22,4,35.91,3.9,143.64
CO01803,949.743.733-56,P020,2024-10-13,1,87.89,4.5,87.89
CO01804,195.938.869-40,P012,2025-11-05,4,44.91,3.5,179.64
CO01805,961.216.572-25,P017,2024-01-04,4,80.91,3.6,323.64
CO01806,,P001,2024-11-29,3,191.88,4.5,575.64
CO01807,881.874.279-70,P008,2025-09-19,5,219.89,2.9,1099.45
CO01808,471.999.951-49,P012,2025-05-02,4,44.91,4.8,179.64
CO01809,107.172.824-90,P024,2024-07-18,4,44.91,2.2,179.64
CO01810,614.973.643-30,P028,2025-05-31,5,35.91,4.5,179.55
CO01811,266.479.463-36,P005,2024-11-04,4,83.88,4.2,335.52
CO01812,381.108.679-97,P028,2025-04-01,4,35.91,1.7,143.64
CO01813,789.769.761-22,P016,2024-08-04,5,38.39,2.0,191.95
CO01814,779.206.999-27,P025,2024-01-30,1,219.89,1.4,219.89
CO01815,618.371.235-54,P030,2024-10-14,3,65.89,4.6,197.67
CO01816,710.544.453-50,P024,2025-11-17,3,44.91,3.7,134.73
CO01817,355.995.177-66,P022,2025-10-10,2,89,91,4.7,179.82
CO01818,986.252.557-78,P003,2025-08-12,3,24.9,4.5,74.7
CO01819,887.756.448-24,P021,2025-01-25,3,249.9,2.5,749.7
CO01820,,P028,2024-08-16,4,35.91,4.2,143.64
CO01821,868.981.888-23,P004,2024-04-01,3,335.88,1.4,1007.64
CO01822,470.750.948-68,produto_14,2024-04-28,5,44.91,4.7,224.55
CO01823,872.331.980-96,P012,2025-01-24,2,44.91,4.4,89.82
CO01824,114.370.649-25,P024,2025-08-27,1,44.91,2.2,44.91
CO01825,793.659.261-19,P007,2024-11-23,4,59.88,4.9,239.52
CO01826,558.911.117-21,P026,2025-09-08,2,299.88,3.1,599.76
CO01827,710.544.453-50,P004,2025-04-16,4,335.88,1.0,1343.52
CO01828,765.170.899-93,P005,2025-05-26,3,83.88,4.3,251.64
CO01829,933.878.663-14,P005,2025-11-12,5,83.88,2.1,419.4
CO01830,266.479.463-36,P020,2025-12-06,3,87.89,2.2,263.67
CO01831,355.995.177-66,P009,2024-08-08,5,87.89,2.9,439.45
CO01832,566.429.990-34,P010,2024-12-07,4,142.89,1.2,571.56
CO01833,309.785.833-50,P027,2024-08-18,2,116.91,4.4,233.82
CO01834,697.508.470-38,P030,2025-02-05,2,65.89,4.4,131.78
CO01835,960.578.230-89,P027,2025-07-15,2,116.91,5.0,233.82
CO01836,580.590.551-53,P011,2024-12-22,4,269.91,3.7,1079.64
CO01837,580.590.551-53,P013,2024-10-16,1,80.91,3.1,80.91
CO01838,517.438.655-69,P023,2025-07-15,2,116.91,3.8,233.82
CO01839,580.590.551-53,P004,2025-08-17,2,335.88,2.3,671.76
CO01840,697.508.470-38,P028,2024-06-16,3,35.91,2.8,107.73
CO01841,114.370.649-25,P005,2024-10-25,4,83.88,3.8,335.52
CO01842,709.169.791-40,P007,2024-07-19,2,59.88,4.2,119.76
CO01843,674.303.833-93,P012,2024-05-31,5,44.91,1.4,224.55
CO01844,223.838.297-50,P014,2024-04-08,2,79.9,4.7,159.8
CO01845,386.710.818-45,P016,2024-04-30,2,38.39,4.8,76.78
CO01846,424.741.835-72,P021,2024-06-01,3,249.9,3.4,749.7
CO01847,894.635.489-67,P008,2025-02-10,1,219.89,1.5,219.89
CO01848,986.252.557-78,P010,2025-10-30,5,142.89,4.8,714.45
CO01849,223.838.297-50,P025,2025-10-27,1,219.89,4.1,219.89
CO01850,856.595.383-85,P009,2024-05-02,4,87.89,2.5,351.56
CO01851,789.769.761-22,P003,2025-11-15,1,24.9,3.0,24.9
CO01852,446.738.809-60,P008,2025-08-09,1,219.89,3.3,219.89
CO01853,621.822.379-63,P009,2024-07-04,1,87.89,4.2,87.89
CO01854,403.332.469-32,P016,2024-05-08,4,38.39,2.2,153.56
CO01855,107.172.824-90,P011,2025-07-04,1,269.91,3.9,269.91
CO01856,674.109.214-19,P013,2025-07-03,1,80.91,2.6,80.91
CO01857,724.991.491-89,P016,2025-08-21,1,38.39,3.1,38.39
CO01858,793.659.261-19,P023,2024-07-31,1,116.91,4.0,116.91
CO01859,296.294.649-67,P006,2024-01-06,5,95.88,3.8,479.4
CO01860,743.199.742-92,P015,2024-05-11,3,39.9,1.5,119.7
CO01861,,P007,2024-09-19,2,59.88,1.4,119.76
CO01862,266.479.463-36,P003,2025-01-07,1,24.9,3.0,24.9
CO01863,490.685.467-83,P006,2025-11-04,4,95.88,4.9,383.52
CO01864,125.859.381-41,P008,2025-06-15,3,219.89,1.2,659.67
CO01865,379.546.597-13,P022,2025-08-13,5,89.91,2.8,449.55
