ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total
C00386,104.332.181-00,P006,2025-06-19,2,189.9,4.4,379.8
C00387,269.166.978-57,P010,2025-06-07,3,99.9,4.1,299.7
C00388,104.332.181-00,P010,2025-08-31,1,99.9,3.5,99.9
C00389,039.117.182-84,P010,2025-04-27,2,99.9,4.0,199.8
C00390,278.248.963-15,P013,2025-07-14,1,49.9,3.8,49.9
C00391,475.255.341-44,P001,2025-10-21,4,59.9,4.6,239.6
C00392,395.376.724-09,P007,2025-03-19,1,139.9,4.5,139.9
C00393,310.341.316-56,P007,2025-09-14,3,139.9,5.0,419.7
C00394,960.013.389-14,P012,2025-03-12,2,299.9,4.1,599.8
C00395,095.701.543-73,P006,2025-12-06,2,189.9,4.0,379.8
C00396,480.184.514-27,P015,2025-09-30,1,89.9,4.9,89.9
C00397,238.849.696-92,P011,2025-12-15,2,249.9,4.4,499.8
C00398,310.341.316-56,P004,2025-05-23,2,169.9,3.5,339.8
C00399,475.255.341-44,P005,2025-05-28,2,229.9,4.5,459.8
C00400,627.048.281-05,P006,2025-10-14,4,189.9,4.3,759.6
C00401,928.327.648-51,P005,2025-03-04,2,229.9,3.8,459.8
C00402,532.871.012-69,P014,2025-06-26,4,129.9,4.0,519.6
C00403,161.559.407-89,P005,2025-01-22,1,229.9,4.6,229.9
C00404,480.184.514-27,P011,2025-05-12,2,249.9,4.2,499.8
C00405,310.341.316-56,P004,2025-10-03,1,169.9,3.8,169.9
C00406,026.542.351-14,P010,2025-10-28,1,99.9,4.1,99.9
C00407,960.013.389-14,P011,2025-09-29,1,249.9,4.6,249.9
C00408,395.376.724-09,P012,2025-08-30,1,299.9,4.7,299.9
C00409,161.559.407-89,P001,2025-10-09,5,59.9,4.9,299.5
C00410,627.048.281-05,P008,2025-11-30,1,219.9,4.8,219.9
C00411,350.305.641-60,P006,2025-05-27,2,189.9,5.0,379.8
C00412,039.117.182-84,P004,2025-10-01,2,169.9,4.0,339.8
C00413,960.013.389-14,P015,2025-03-31,1,89.9,4.6,89.9
C00414,960.013.389-14,P014,2025-07-23,3,129.9,3.4,389.7
C00415,816.184.959-50,P015,2025-05-29,3,89.9,4.7,269.7
C00416,026.542.351-14,P015,2025-06-21,1,89.9,4.1,89.9
C00417,095.701.543-73,P009,2025-09-10,3,119.9,4.4,359.7
C00418,928.327.648-51,P004,2025-02-27,1,169.9,4.5,169.9
C00419,480.184.514-27,P011,2025-05-12,2,249.9,5.0,499.8
C00420,350.305.641-60,P010,2025-12-12,3,99.9,4.2,299.7
C00421,816.184.959-50,P010,2025-11-24,3,99.9,4.5,299.7
C00422,083.863.794-99,P007,2025-12-09,1,139.9,3.9,139.9
C00423,161.559.407-89,P008,2025-06-15,4,219.9,4.7,879.6
C00424,480.184.514-27,P013,2025-05-17,4,49.9,3.9,199.6
C00425,350.305.641-60,P010,2025-10-21,1,99.9,3.8,99.9
C00426,960.013.389-14,P011,2025-03-02,2,249.9,4.0,499.8
C00427,816.184.959-50,P007,2025-12-18,2,139.9,5.0,279.8
C00428,350.305.641-60,P012,2025-03-02,2,299.9,4.1,599.8
C00429,350.305.641-60,P006,2025-11-11,1,189.9,5.0,189.9
C00430,480.184.514-27,P012,2025-11-07,1,299.9,4.4,299.9
C00431,095.701.543-73,P015,2025-08-30,3,89.9,4.4,269.7
C00432,475.255.341-44,P011,2025-11-02,3,249.9,3.8,749.7
C00433,083.863.794-99,P009,2025-08-17,2,119.9,3.4,239.8
C00434,026.542.351-14,P001,2025-10-08,4,59.9,5.0,239.6
C00435,310.341.316-56,P010,2025-10-02,1,99.9,3.9,99.9
C00436,026.542.351-14,P011,2025-04-16,2,249.9,5.0,499.8
C00437,627.048.281-05,P002,2025-09-19,1,79.9,4.4,79.9
C00438,269.166.978-57,P008,2025-10-16,1,219.9,4.4,219.9
C00439,480.184.514-27,P011,2025-06-07,2,249.9,3.9,499.8
C00440,310.341.316-56,P010,2025-02-07,1,99.9,4.7,99.9
C00441,238.849.696-92,P012,2025-02-02,2,299.9,5.0,599.8
C00442,627.048.281-05,P001,2025-05-27,1,59.9,4.9,59.9
C00443,161.559.407-89,P013,2025-11-25,5,49.9,3.6,249.5
C00444,532.871.012-69,P008,2025-07-13,1,219.9,3.9,219.9
C00445,095.701.543-73,P003,2025-12-01,3,149.9,5.0,449.7
C00446,532.871.012-69,P009,2025-03-07,2,119.9,5.0,239.8
C00447,475.255.341-44,P014,2025-01-02,3,129.9,4.8,389.7
C00448,095.701.543-73,P007,2025-09-30,1,139.9,4.3,139.9
C00449,475.255.341-44,P004,2025-08-24,1,169.9,3.9,169.9
C00450,026.542.351-14,P001,2025-12-05,1,59.9,5.0,59.9
C00451,104.332.181-00,P004,2025-04-16,1,169.9,3.7,169.9
C00452,960.013.389-14,P004,2025-01-23,1,169.9,3.8,169.9
C00453,475.255.341-44,P009,2025-04-22,3,119.9,4.0,359.7
C00454,350.305.641-60,P004,2025-10-22,1,169.9,3.9,169.9
C00455,278.248.963-15,P013,2025-12-11,3,49.9,4.0,149.7
C00456,489.325.288-70,P004,2025-07-31,1,169.9,5.0,169.9
C00457,960.013.389-14,P009,2025-10-30,3,119.9,4.5,359.7
C00458,269.166.978-57,P009,2025-09-11,1,119.9,3.7,119.9
C00459,238.849.696-92,P011,2025-12-10,1,249.9,3.9,249.9
C00460,269.166.978-57,P003,2025-06-03,1,149.9,4.5,149.9
C00461,095.701.543-73,P008,2025-05-04,3,219.9,4.1,659.7
C00462,480.184.514-27,P015,2025-01-30,2,89.9,4.8,179.8
C00463,269.166.978-57,P009,2025-09-29,1,119.9,4.0,119.9
C00464,083.863.794-99,P015,2025-08-19,3,89.9,4.4,269.7
C00465,083.863.794-99,P009,2025-04-08,1,119.9,3.6,119.9
C00466,960.013.389-14,P014,2025-02-07,1,129.9,4.7,129.9
C00467,039.117.182-84,P012,2025-12-10,2,299.9,3.6,599.8
C00468,395.376.724-09,P005,2025-01-08,1,229.9,4.8,229.9
C00469,310.341.316-56,P012,2025-03-02,2,299.9,4.5,599.8
C00470,278.248.963-15,P012,2025-04-15,1,299.9,3.5,299.9
C00471,475.255.341-44,P009,2025-06-14,3,119.9,3.6,359.7
C00472,238.849.696-92,P005,2025-05-14,1,229.9,5.0,229.9
C00473,627.048.281-05,P008,2025-02-20,3,219.9,4.2,659.7
C00474,395.376.724-09,P015,2025-04-15,1,89.9,3.3,89.9
C00475,269.166.978-57,P001,2025-10-16,3,59.9,4.5,179.7
C00476,095.701.543-73,P015,2025-10-27,2,89.9,4.0,179.8
C00477,269.166.978-57,P005,2025-03-20,1,229.9,4.8,229.9
C00478,475.255.341-44,P008,2025-10-09,2,219.9,4.9,439.8
C00479,395.376.724-09,P005,2025-09-08,4,229.9,4.4,919.6
C00480,816.184.959-50,P012,2025-06-30,1,299.9,4.1,299.9
C00481,095.701.543-73,P008,2025-04-05,4,219.9,3.7,879.6
C00482,960.013.389-14,P009,2025-01-18,3,119.9,3.8,359.7
C00483,083.863.794-99,P014,2025-12-09,1,129.9,4.5,129.9
C00484,475.255.341-44,P002,2025-12-29,1,79.9,4.2,79.9
C00485,310.341.316-56,P009,2025-08-22,1,119.9,3.5,119.9
C00486,278.248.963-15,P015,2025-09-05,2,89.9,3.6,179.8
C00487,104.332.181-00,P001,2025-09-30,2,59.9,5.0,119.8
C00488,928.327.648-51,P009,2025-05-27,1,119.9,4.0,119.9
C00489,269.166.978-57,P013,2025-04-02,1,49.9,4.1,49.9
C00490,310.341.316-56,P010,2025-09-27,1,99.9,4.3,99.9
C00491,238.849.696-92,P005,2025-07-23,1,229.9,5.0,229.9
C00492,475.255.341-44,P012,2025-04-26,1,299.9,4.4,299.9
C00493,083.863.794-99,P011,2025-11-29,3,249.9,5.0,749.7
C00494,095.701.543-73,P008,2025-01-29,2,219.9,4.5,439.8
C00495,816.184.959-50,P002,2025-09-13,3,79.9,4.0,239.7
C00496,026.542.351-14,P015,2025-09-28,4,89.9,3.8,359.6
C00497,475.255.341-44,P004,2025-12-21,3,169.9,4.0,509.7
C00498,083.863.794-99,P011,2025-05-24,3,249.9,4.6,749.7
C00499,039.117.182-84,P011,2025-01-17,1,249.9,4.6,249.9
C00500,310.341.316-56,P010,2025-03-15,3,99.9,4.1,299.7
