ID_Compra,CPF_Cliente,ID_Produto,Data_Compra,Quantidade,Preco_Unitario,Satisfacao,Valor_Total
C00903,817.932.302-18,P0117,2025-04-11,2,76.63,3.5,153.26
C01939,820.297.021-02,P1539,2026-06-10,1,106.21,4.2,106.21
C01136,997.273.677-63,P1400,2025-06-22,1,388.08,4.5,388.08
C00768,045.025.896-32,P1381,2026-06-26,1,168.84,5.0,168.84
C00924,456.690.782-17,P1726,2025-06-07,1,45.91,4.5,45.91
C00583,947.284.639-40,P1958,2026-02-14,2,120.7,3.4,241.4
C01318,333.447.626-05,P0262,2025-01-13,2,224.18,5.0,448.36
C00701,569.816.934-96,P0142,2025-09-26,1,313.6,4.1,313.6
C01109,280.944.858-25,P1934,2025-09-08,1,202.13,5.0,202.13
C00740,776.655.868-80,P0560,2025-07-20,2,183.92,4.4,367.84
C00642,424.936.312-00,P0094,2025-08-01,2,363.41,4.9,726.82
C01941,740.148.902-36,P1189,2025-06-22,1,234.84,3.8,234.84
C00692,464.083.037-81,P1371,2025-09-26,1,320.82,4.3,320.82
C00142,928.327.648-51,P001,2025-02-16,1,59.9,4.7,59.9
C00758,699.577.738-79,P0675,2025-01-08,2,245.55,5.0,491.1
C01065,215.632.135-32,P0164,2025-06-19,4,62.36,4.4,249.44
C00190,278.248.963-15,P005,2025-12-14,3,229.9,5.0,689.7
C00612,739.774.063-45,P0487,2026-03-23,1,283.56,3.4,283.56
C00333,238.849.696-92,P009,2025-12-14,1,119.9,4.9,119.9
C01002,148.468.536-91,P0232,2026-01-11,2,198.15,4.9,396.3
C01447,959.660.487-20,P1363,2025-10-25,2,394.66,3.5,789.32
C01937,701.840.943-80,P1333,2026-08-20,1,292.52,3.1,292.52
C00779,767.199.038-88,P0890,2025-09-07,1,238.3,4.0,238.3
C01727,736.050.791-05,P1405,2025-08-11,2,323.89,4.5,647.78
C00430,480.184.514-27,P012,2025-11-07,1,299.9,4.4,299.9
C01561,783.391.878-48,P1249,2026-06-23,1,257.41,4.6,257.41
C01126,459.701.082-35,P1413,2025-05-27,1,123.7,5.0,123.7
C01517,063.519.036-29,P1049,2025-05-14,1,363.77,3.9,363.77
C01512,971.509.688-30,P0338,2025-01-26,1,87.87,4.1,87.87
C01065,215.632.135-32,P0164,2025-06-19,4,62.36,4.4,249.44
C00515,998.989.721-22,P1482,2025-11-01,2,145.22,3.8,290.44
C01053,875.003.691-23,P1983,2025-02-05,1,84.25,3.7,84.25
C01654,682.975.147-06,P1731,2025-02-25,3,282.65,4.8,847.95
C01942,371.162.411-16,P0845,2025-02-01,1,376.3,5.0,376.3
C01856,879.508.304-92,P0216,2026-02-15,1,56.43,3.5,56.43
C00363,480.184.514-27,P002,2025-12-19,1,79.9,3.7,79.9
C01195,717.217.337-60,P1064,2025-08-29,1,104.9,3.2,104.9
C00210,238.849.696-92,P009,2025-11-27,1,119.9,4.4,119.9
C01338,431.115.083-07,P1013,2026-08-14,1,310.82,4.1,310.82
C01985,878.844.344-23,P1016,2026-07-26,1,269.89,3.3,269.89
C00106,039.117.182-84,P005,2025-06-15,3,229.9,4.9,689.7
C01314,510.740.913-02,P0515,2025-10-01,3,317.25,5.0,951.75
C01892,987.820.829-01,P0423,2025-12-05,1,208.22,4.4,208.22
C01695,822.104.016-90,P1664,2026-04-27,1,259.75,4.2,259.75
C00785,097.461.917-56,P0658,2025-07-10,3,100.46,4.3,301.38
C00208,278.248.963-15,P007,2025-05-24,1,139.9,3.7,139.9
C01848,441.233.613-15,P0055,2025-01-04,3,101.58,4.8,304.74
C01843,502.329.028-01,P1804,2025-05-31,1,278.78,4.5,278.78
C01158,808.735.437-00,P0240,2025-02-06,2,217.98,3.4,435.96
C01958,868.740.345-37,P1708,2025-05-23,2,397.6,4.7,795.2
C00010,026.542.351-14,P001,2025-07-26,2,59.9,4.4,119.8
C01234,532.593.993-99,P1795,2025-12-30,1,100.56,4.4,100.56
C00078,395.376.724-09,P015,2025-10-04,1,89.9,4.4,89.9
C01872,706.540.515-00,P1726,2025-09-18,2,45.91,5.0,91.82
C01361,875.721.586-33,P1258,2025-10-14,2,159.24,4.6,318.48
C01827,525.777.547-60,P1767,2026-08-02,4,50.87,3.0,203.48
C01126,459.701.082-35,P1413,2025-05-27,1,123.7,5.0,123.7
C00167,532.871.012-69,P007,2025-12-06,3,139.9,4.3,419.7
C00054,310.341.316-56,P005,2025-01-23,2,229.9,5.0,459.8
C00672,534.332.491-64,P1743,2025-01-13,1,351.71,4.2,351.71
C01487,778.265.960-41,P0741,2025-10-17,1,284.58,3.6,284.58
C00303,104.332.181-00,P007,2025-01-28,1,139.9,4.1,139.9
C01705,993.607.984-10,P1867,2026-05-18,5,116.94,4.7,584.7
C00479,395.376.724-09,P005,2025-09-08,4,229.9,4.4,919.6
C00993,066.248.132-10,P0335,2025-08-24,2,298.19,4.6,596.38
C00407,960.013.389-14,P011,2025-09-29,1,249.9,4.6,249.9
C00932,911.289.812-03,P0476,2026-08-14,1,336.05,3.1,336.05
C00905,406.468.677-25,P0648,2025-01-03,1,296.42,4.7,296.42
C00011,026.542.351-14,P004,2025-04-09,1,169.9,3.7,169.9
C01136,997.273.677-63,P1400,2025-06-22,1,388.08,4.5,388.08
C01574,106.273.715-66,P1636,2025-10-01,2,85.55,3.4,171.1
C01873,557.325.737-47,P0873,2025-06-02,2,329.96,4.3,659.92
C00662,718.749.603-64,P1008,2026-08-05,4,198.29,4.5,793.16
C01762,982.173.929-60,P1151,2025-05-15,1,230.57,5.0,230.57
C01758,787.112.166-97,P1016,2025-12-02,1,269.89,5.0,269.89
C01977,794.620.726-39,P1592,2026-03-13,1,282.02,2.5,282.02
C00747,532.871.012-69,P0882,2026-07-27,1,89.1,3.9,89.1
C01702,485.625.728-53,P0676,2025-06-22,2,211.04,4.0,422.08
C01131,949.058.077-51,P1007,2025-11-24,2,156.15,5.0,312.3
C00117,026.542.351-14,P012,2025-04-09,1,299.9,4.5,299.9
C00541,213.074.235-15,P1622,2025-07-07,1,82.39,3.7,82.39
C01345,119.393.250-56,P1260,2025-10-23,3,380.09,3.8,1140.27
C00322,960.013.389-14,P006,2025-06-08,2,189.9,5.0,379.8
C00870,594.082.154-51,P0180,2026-01-01,1,302.1,3.7,302.1
C01550,623.039.111-25,P1176,2026-02-24,1,215.06,5.0,215.06
C00300,026.542.351-14,P005,2025-02-12,3,229.9,5.0,689.7
C00994,066.643.749-19,P1441,2025-06-26,2,278.06,4.4,556.12
C00430,480.184.514-27,P012,2025-11-07,1,299.9,4.4,299.9
C01073,127.990.881-55,P1372,2025-06-21,3,85.69,4.5,257.07
C00482,960.013.389-14,P009,2025-01-18,3,119.9,3.8,359.7
C01931,705.184.390-70,P1926,2025-03-10,3,54.95,3.1,164.85
C00154,627.048.281-05,P002,2025-01-15,5,79.9,4.0,399.5
C01928,286.852.897-00,P0894,2025-12-10,2,378.02,4.3,756.04
C01584,966.672.521-56,P0703,2026-01-23,2,148.8,4.3,297.6
C01712,184.723.046-63,P1642,2025-08-08,4,196.38,3.9,785.52
C01704,121.377.306-77,P1279,2025-06-08,3,163.2,4.4,489.6
C00376,532.871.012-69,P001,2025-10-19,2,59.9,4.1,119.8
C01863,480.861.317-42,P0721,2026-01-01,1,225.78,3.2,225.78
C01189,240.132.234-57,P0959,2025-01-06,2,137.2,3.7,274.4
C01925,414.060.293-78,P1516,2025-06-24,1,118.32,3.8,118.32
C01757,140.049.388-99,P1448,2025-12-01,5,397.79,4.0,1988.95
C01160,788.178.847-07,P0394,2025-07-31,1,82.12,2.9,82.12
C00749,258.857.669-91,P0243,2026-02-02,2,90.28,5.0,180.56
C00235,026.542.351-14,P007,2025-07-01,3,139.9,4.8,419.7
C00203,083.863.794-99,P011,2025-08-26,4,249.9,4.5,999.6
C00780,698.490.277-03,P0302,2025-08-22,3,218.53,3.5,655.59
C01622,933.163.735-78,P1062,2025-03-31,5,62.78,4.3,313.9
C01011,998.279.501-50,P0162,2025-02-05,1,291.29,4.4,291.29
C00964,364.027.011-81,P0029,2026-03-03,1,81.4,4.7,81.4
C00489,269.166.978-57,P013,2025-04-02,1,49.9,4.1,49.9
C01129,026.086.982-12,P0808,2025-03-10,1,277.53,3.7,277.53
C01277,812.099.576-71,P1698,2026-01-05,2,111.8,4.1,223.6
C01965,216.591.438-88,P0997,2025-02-10,1,333.47,4.9,333.47
C01459,814.356.140-20,P1218,2026-02-27,2,169.24,5.0,338.48
C01215,233.027.642-78,P1024,2025-10-01,1,123.97,2.6,123.97
C01821,066.504.427-55,P1434,2025-02-24,1,342.84,4.5,342.84
C00850,541.643.167-99,P0934,2025-10-05,1,279.48,3.6,279.48
C01870,610.277.697-64,P0482,2025-05-08,1,230.74,3.7,230.74
C00740,776.655.868-80,P0560,2025-07-20,2,183.92,4.4,367.84
C00256,960.013.389-14,P007,2025-01-10,2,139.9,4.8,279.8
C00836,174.907.539-37,P1254,2025-01-10,3,301.65,3.0,904.95
C00258,269.166.978-57,P005,2025-02-28,1,229.9,4.4,229.9
C00237,026.542.351-14,P010,2025-09-17,1,99.9,4.0,99.9
C01763,170.630.489-70,P1878,2026-05-06,2,390.61,4.2,781.22
C01590,824.224.124-40,P1218,2026-06-15,3,169.24,4.8,507.72
C00443,161.559.407-89,P013,2025-11-25,5,49.9,3.6,249.5
C01676,514.010.512-86,P1745,2025-12-18,2,355.37,4.4,710.74
C00138,960.013.389-14,P003,2025-06-07,2,149.9,4.8,299.8
C00569,734.764.273-66,P1709,2025-11-27,4,323.42,4.9,1293.68
C01413,981.265.742-83,P0153,2026-08-14,1,254.39,4.9,254.39
C00608,923.603.768-29,P0886,2025-05-15,1,229.0,5.0,229.0
C01462,215.107.029-89,P0092,2025-05-16,1,171.37,3.6,171.37
C01749,025.042.901-28,P1923,2025-10-02,3,319.07,3.8,957.21
C00133,083.863.794-99,P003,2025-01-02,1,149.9,4.4,149.9
C00048,475.255.341-44,P001,2025-12-04,1,59.9,3.7,59.9
C01881,698.152.873-89,P1589,2025-09-17,4,328.74,5.0,1314.96
C01041,490.531.520-40,P0529,2025-10-29,1,98.22,5.0,98.22
C01013,344.857.142-33,P0351,2025-12-31,2,101.96,3.6,203.92
C00928,805.721.514-38,P0509,2025-12-15,1,296.55,3.5,296.55
C00868,524.278.680-94,P0458,2025-05-27,2,328.27,4.1,656.54
C01381,651.207.049-64,P1083,2025-07-01,2,58.91,4.5,117.82
C01160,788.178.847-07,P0394,2025-07-31,1,82.12,2.9,82.12
C00327,627.048.281-05,P006,2025-09-23,1,189.9,5.0,189.9
C01254,734.206.969-81,P1461,2026-07-23,3,148.18,4.6,444.54
C01337,911.289.812-03,P0826,2025-11-01,1,370.57,4.0,370.57
C00228,026.542.351-14,P013,2025-12-26,1,49.9,4.1,49.9
C00754,172.131.451-26,P0739,2025-09-01,1,167.65,4.0,167.65
C01582,990.767.699-31,P0697,2026-07-18,2,282.15,3.3,564.3
C01238,130.232.129-37,P1731,2025-01-13,1,282.65,4.1,282.65
C00273,039.117.182-84,P009,2025-01-22,1,119.9,4.2,119.9
C00081,960.013.389-14,P004,2025-08-04,1,169.9,4.2,169.9
C01163,264.222.975-05,P1995,2025-03-12,2,78.29,3.7,156.58
C00924,456.690.782-17,P1726,2025-06-07,1,45.91,4.5,45.91
C01923,364.027.011-81,P0106,2026-01-02,2,221.98,5.0,443.96
C01045,676.720.957-06,P0373,2025-03-07,1,149.73,2.7,149.73
C01863,480.861.317-42,P0721,2026-01-01,1,225.78,3.2,225.78
C00429,350.305.641-60,P006,2025-11-11,1,189.9,5.0,189.9
C00895,278.532.426-97,P0224,2025-09-23,1,359.78,3.6,359.78
C00280,395.376.724-09,P002,2025-10-13,2,79.9,3.9,159.8
C01149,055.143.776-60,P1231,2026-03-19,2,232.35,4.6,464.7
C00377,238.849.696-92,P009,2025-05-28,1,119.9,3.2,119.9
C00985,428.596.932-70,P0966,2025-10-19,1,299.69,3.8,299.69
C00689,073.651.189-03,P1648,2025-11-19,2,244.85,3.6,489.7
C00372,475.255.341-44,P004,2025-10-26,1,169.9,4.4,169.9
C00194,095.701.543-73,P015,2025-07-07,2,89.9,4.3,179.8
C01025,929.880.858-54,P0303,2025-09-29,3,288.37,4.6,865.11
C01895,182.749.680-00,P0071,2026-01-25,3,133.89,5.0,401.67
C00398,310.341.316-56,P004,2025-05-23,2,169.9,3.5,339.8
C00810,560.945.653-39,P0598,2025-01-15,3,394.85,4.4,1184.55
C00450,026.542.351-14,P001,2025-12-05,1,59.9,5.0,59.9
C01618,489.691.085-05,P0044,2026-07-01,2,244.85,3.5,489.7
C00830,816.184.959-50,P0473,2025-05-26,2,72.11,4.2,144.22
C01949,507.251.786-12,P1945,2026-03-03,4,152.04,5.0,608.16
C00491,238.849.696-92,P005,2025-07-23,1,229.9,5.0,229.9
C00162,104.332.181-00,P005,2025-06-02,3,229.9,4.4,689.7
C01166,339.055.044-56,P1819,2025-01-31,3,320.21,3.9,960.63
C01304,003.791.769-20,P1216,2025-08-03,1,236.0,4.4,236.0
C01982,724.380.701-10,P1486,2025-07-15,2,291.37,4.1,582.74
C01743,228.277.288-18,P0638,2025-04-01,2,340.99,5.0,681.98
C01769,679.121.416-34,P0884,2025-04-13,1,313.91,5.0,313.91
C01269,386.562.422-70,P1988,2026-05-23,2,176.37,4.4,352.74
C00720,376.769.459-09,P0517,2026-02-20,1,75.35,5.0,75.35
C00859,056.420.456-01,P1644,2026-06-04,2,380.0,4.3,760.0
C00268,395.376.724-09,P003,2025-08-14,1,149.9,4.6,149.9
C00863,234.289.311-65,P1961,2025-10-30,1,135.01,3.6,135.01
C00729,071.261.583-00,P1935,2025-12-09,3,246.49,4.6,739.47
C00072,161.559.407-89,P013,2025-08-26,2,49.9,3.8,99.8
C00409,161.559.407-89,P001,2025-10-09,5,59.9,4.9,299.5
C01070,838.688.891-16,P1207,2026-07-04,2,143.55,3.3,287.1
C00739,174.101.194-97,P1780,2025-06-08,2,202.32,4.8,404.64
C01988,876.553.007-12,P0406,2026-03-01,1,147.97,4.6,147.97
C00958,807.836.134-31,P0664,2026-08-05,2,161.91,3.7,323.82
C01918,920.613.638-06,P1004,2025-10-30,3,223.87,3.8,671.61
C01322,911.838.425-03,P1107,2026-01-14,3,332.97,4.3,998.91
C00081,960.013.389-14,P004,2025-08-04,1,169.9,4.2,169.9
C00407,960.013.389-14,P011,2025-09-29,1,249.9,4.6,249.9
C01412,481.705.802-18,P1230,2025-05-24,1,79.72,4.4,79.72
C01091,671.978.897-31,P1128,2026-04-04,3,318.91,3.7,956.73
C00604,014.294.019-40,P1851,2025-11-14,1,313.26,4.8,313.26
C01045,676.720.957-06,P0373,2025-03-07,1,149.73,2.7,149.73
C01806,397.191.260-51,P0930,2025-09-04,2,182.09,5.0,364.18
C00778,385.179.937-21,P0649,2026-04-19,2,165.53,3.8,331.06
C00091,269.166.978-57,P005,2025-02-11,2,229.9,4.7,459.8
C00622,466.766.506-81,P1217,2025-04-28,1,256.89,5.0,256.89
C01872,706.540.515-00,P1726,2025-09-18,2,45.91,5.0,91.82
C01524,060.717.481-19,P0640,2025-08-12,4,91.58,4.0,366.32
C01675,451.713.395-89,P1783,2025-10-09,1,386.56,3.9,386.56
C01824,795.563.318-08,P1311,2025-10-04,1,192.13,3.4,192.13
C00236,960.013.389-14,P005,2025-11-04,1,229.9,4.5,229.9
C00566,299.737.631-90,P1800,2025-08-17,2,302.24,4.5,604.48
C00120,026.542.351-14,P014,2025-04-10,1,129.9,4.2,129.9
C00010,026.542.351-14,P001,2025-07-26,2,59.9,4.4,119.8
C01670,150.937.710-74,P0736,2025-07-29,2,336.15,3.9,672.3
C01874,913.624.835-59,P0782,2026-08-23,2,277.67,3.5,555.34
C00312,161.559.407-89,P005,2025-08-08,1,229.9,4.7,229.9
C01445,491.507.628-85,P1874,2025-02-11,1,116.73,4.0,116.73
C01070,838.688.891-16,P1207,2026-07-04,2,143.55,3.3,287.1
C00139,039.117.182-84,P015,2025-05-28,1,89.9,3.7,89.9
C01832,369.362.689-86,P0063,2026-01-07,2,87.39,4.6,174.78
C01743,228.277.288-18,P0638,2025-04-01,2,340.99,5.0,681.98
C01135,005.329.318-58,P1948,2026-01-07,1,127.94,4.0,127.94
C01416,209.355.610-30,P0979,2026-01-07,2,358.11,5.0,716.22
C00795,694.320.293-60,P1087,2025-02-23,4,187.09,3.7,748.36
C01586,828.040.561-55,P0601,2026-02-25,1,94.31,4.8,94.31
C00891,406.557.820-52,P1781,2025-04-23,1,298.39,2.9,298.39
C01979,053.161.177-94,P0370,2025-12-27,3,91.82,4.1,275.46
C00127,161.559.407-89,P013,2025-10-16,4,49.9,4.2,199.6
C00345,816.184.959-50,P013,2025-07-05,2,49.9,4.1,99.8
C01938,696.815.790-03,P1865,2025-01-08,1,137.23,4.4,137.23
C00578,165.058.714-70,P0511,2025-02-23,2,46.05,4.6,92.1
C00622,466.766.506-81,P1217,2025-04-28,1,256.89,5.0,256.89
C01583,813.190.924-70,P0861,2026-06-21,1,198.31,3.0,198.31
C00379,026.542.351-14,P003,2025-02-19,1,149.9,4.7,149.9
C01028,699.648.997-00,P1120,2026-05-11,1,137.62,3.7,137.62
C00573,344.300.910-72,P1520,2025-08-30,1,154.31,4.7,154.31
C00396,480.184.514-27,P015,2025-09-30,1,89.9,4.9,89.9
C01929,856.218.501-90,P0553,2025-07-21,1,239.15,4.9,239.15
C00400,627.048.281-05,P006,2025-10-14,4,189.9,4.3,759.6
C00189,350.305.641-60,P013,2025-04-28,2,49.9,3.5,99.8
C01348,592.962.229-90,P0407,2025-02-24,1,399.89,3.9,399.89
C01735,942.843.479-50,P1114,2025-04-05,1,114.92,3.4,114.92
C00255,095.701.543-73,P014,2025-12-09,3,129.9,5.0,389.7
C01416,209.355.610-30,P0979,2026-01-07,2,358.11,5.0,716.22
C01082,660.965.699-19,P1703,2026-02-21,1,171.46,4.5,171.46
C01661,258.896.792-28,P1399,2025-06-17,1,80.92,3.2,80.92
C00254,532.871.012-69,P009,2025-12-27,1,119.9,3.7,119.9
C01952,855.245.787-31,P1147,2026-06-14,1,351.29,4.4,351.29
C01239,872.558.777-37,P0230,2025-03-10,4,377.92,5.0,1511.68
C01685,888.992.107-21,P1341,2025-10-25,1,171.21,3.9,171.21
C00724,842.694.500-70,P1340,2025-07-26,1,251.6,4.4,251.6
C01887,729.047.742-11,P1163,2026-03-26,1,82.82,5.0,82.82
C01253,157.184.090-72,P0347,2026-04-29,2,251.36,3.9,502.72
C00254,532.871.012-69,P009,2025-12-27,1,119.9,3.7,119.9
C01846,346.060.560-02,P1614,2026-06-09,3,274.06,4.4,822.18
C01592,659.116.655-65,P1268,2025-03-22,3,266.41,2.9,799.23
C00601,554.864.015-15,P0270,2025-02-06,1,121.94,5.0,121.94
C01092,882.493.534-63,P1890,2025-02-12,1,253.86,4.2,253.86
C00777,114.921.643-30,P1245,2025-07-13,1,250.99,4.0,250.99
C01087,923.234.210-34,P1024,2025-02-07,2,123.97,3.8,247.94
C01931,705.184.390-70,P1926,2025-03-10,3,54.95,3.1,164.85
C01798,196.463.004-56,P0858,2025-06-03,1,221.33,4.3,221.33
C00432,475.255.341-44,P011,2025-11-02,3,249.9,3.8,749.7
C01944,944.064.090-17,P0312,2025-11-11,2,398.74,3.6,797.48
C00876,097.626.374-29,P0267,2025-08-21,2,134.22,4.2,268.44
C01410,337.312.552-94,P1539,2026-01-10,4,106.21,4.6,424.84
C01529,258.660.598-51,P0332,2025-06-08,5,217.53,3.7,1087.65
C00966,312.172.715-03,P0889,2026-04-10,1,244.52,4.2,244.52
C00914,667.116.845-83,P0386,2025-03-18,4,223.92,4.4,895.68
C00913,016.451.046-05,P0320,2025-02-24,2,114.97,5.0,229.94
C01726,760.385.977-86,P0355,2025-07-14,1,376.23,4.1,376.23
C00773,080.815.712-48,P0279,2026-02-25,1,308.17,4.8,308.17
C00560,849.877.694-50,P1890,2025-03-28,1,253.86,4.5,253.86
C00724,842.694.500-70,P1340,2025-07-26,1,251.6,4.4,251.6
C00390,278.248.963-15,P013,2025-07-14,1,49.9,3.8,49.9
C00784,088.948.018-45,P0780,2026-08-05,2,326.24,3.7,652.48
C00229,095.701.543-73,P012,2025-04-21,1,299.9,4.9,299.9
C00180,475.255.341-44,P008,2025-10-26,1,219.9,3.8,219.9
C01448,734.206.969-81,P1271,2026-03-18,1,299.27,4.7,299.27
C00155,278.248.963-15,P013,2025-05-03,2,49.9,3.9,99.8
C01137,424.932.149-51,P1512,2025-10-20,3,116.81,4.2,350.43
C01560,150.274.564-09,P0236,2025-08-18,3,388.9,4.3,1166.7
C01449,739.774.063-45,P0367,2026-07-01,3,340.22,3.6,1020.66
C00893,376.815.118-22,P1524,2025-12-18,1,183.82,4.9,183.82
C00388,104.332.181-00,P010,2025-08-31,1,99.9,3.5,99.9
C01862,773.126.881-01,P1913,2025-06-28,2,337.09,4.5,674.18
C01671,822.104.016-90,P1202,2025-06-03,2,270.14,4.6,540.28
C01225,980.061.558-01,P1930,2026-04-07,1,79.21,4.5,79.21
C00174,095.701.543-73,P001,2025-11-13,1,59.9,4.2,59.9
C00071,489.325.288-70,P008,2025-01-26,2,219.9,4.5,439.8
C00631,392.207.151-12,P0230,2025-10-25,2,377.92,4.5,755.84
C00316,238.849.696-92,P005,2025-01-09,1,229.9,4.8,229.9
C01721,835.523.124-47,P1783,2026-03-07,2,386.56,3.7,773.12
C00412,039.117.182-84,P004,2025-10-01,2,169.9,4.0,339.8
C00566,299.737.631-90,P1800,2025-08-17,2,302.24,4.5,604.48
C01952,855.245.787-31,P1147,2026-06-14,1,351.29,4.4,351.29
C01637,480.861.317-42,P1554,2026-02-19,2,118.17,3.7,236.34
C00438,269.166.978-57,P008,2025-10-16,1,219.9,4.4,219.9
C00768,045.025.896-32,P1381,2026-06-26,1,168.84,5.0,168.84
C01032,328.980.271-03,P0574,2025-09-11,1,264.33,4.2,264.33
C01329,296.711.148-14,P1078,2026-08-09,1,261.35,4.6,261.35
C01873,557.325.737-47,P0873,2025-06-02,2,329.96,4.3,659.92
C01743,228.277.288-18,P0638,2025-04-01,2,340.99,5.0,681.98
C01955,022.356.972-08,P0594,2025-01-13,2,82.35,4.2,164.7
C00082,104.332.181-00,P014,2025-10-22,1,129.9,3.2,129.9
C00473,627.048.281-05,P008,2025-02-20,3,219.9,4.2,659.7
C01127,174.357.483-58,P1657,2026-04-10,1,344.56,3.4,344.56
C00099,475.255.341-44,P002,2025-12-23,3,79.9,4.6,239.7
C00711,924.632.037-90,P0874,2025-12-26,3,98.92,3.8,296.76
C00308,161.559.407-89,P009,2025-11-08,2,119.9,4.2,239.8
C01866,740.148.902-36,P1109,2026-05-24,2,61.71,3.5,123.42
C00127,161.559.407-89,P013,2025-10-16,4,49.9,4.2,199.6
C00297,532.871.012-69,P009,2025-09-28,1,119.9,4.2,119.9
C00391,475.255.341-44,P001,2025-10-21,4,59.9,4.6,239.6
C00298,278.248.963-15,P003,2025-05-09,1,149.9,4.9,149.9
C01138,021.923.785-99,P0020,2026-03-23,2,100.64,3.3,201.28
C00729,071.261.583-00,P1935,2025-12-09,3,246.49,4.6,739.47
C01825,271.111.615-80,P0903,2025-07-08,1,44.87,4.6,44.87
C00522,424.089.164-70,P0114,2026-07-10,2,350.56,3.6,701.12
C01075,176.651.221-67,P0430,2025-01-18,1,59.84,3.8,59.84
C01321,880.053.789-80,P0978,2026-01-30,1,300.88,3.9,300.88
C01252,160.204.181-46,P1613,2026-05-10,3,294.18,3.9,882.54
C01593,155.963.632-78,P0715,2025-09-02,3,59.48,3.3,178.44
C00404,480.184.514-27,P011,2025-05-12,2,249.9,4.2,499.8
C01015,100.996.881-58,P0895,2026-01-18,1,184.55,4.7,184.55
C01602,143.643.813-65,P0407,2025-07-11,2,399.89,4.8,799.78
C01727,736.050.791-05,P1405,2025-08-11,2,323.89,4.5,647.78
C01236,538.003.296-62,P0877,2026-05-03,1,54.27,4.8,54.27
C01304,003.791.769-20,P1216,2025-08-03,1,236.0,4.4,236.0
C01729,645.465.535-01,P1364,2026-07-11,3,376.38,4.0,1129.14
C01250,734.151.773-51,P0356,2025-09-09,2,253.94,3.6,507.88
C01898,472.727.423-05,P0409,2026-04-17,1,129.55,2.9,129.55
C00256,960.013.389-14,P007,2025-01-10,2,139.9,4.8,279.8
C00696,786.814.473-43,P1888,2025-04-29,2,184.55,4.4,369.1
C00225,083.863.794-99,P015,2025-02-11,1,89.9,4.2,89.9
C00182,480.184.514-27,P015,2025-05-28,2,89.9,3.3,179.8
C00944,228.225.120-27,P1129,2025-08-25,1,385.11,3.3,385.11
C00452,960.013.389-14,P004,2025-01-23,1,169.9,3.8,169.9
C00815,311.907.903-00,P1638,2026-04-29,1,187.54,4.2,187.54
C00876,097.626.374-29,P0267,2025-08-21,2,134.22,4.2,268.44
C01242,781.137.995-32,P0480,2026-07-19,2,158.22,4.5,316.44
C01892,987.820.829-01,P0423,2025-12-05,1,208.22,4.4,208.22
C01699,079.863.210-08,P1889,2025-04-19,3,172.39,4.5,517.17
C00757,127.238.046-74,P0742,2025-02-26,1,342.44,5.0,342.44
C00652,016.451.046-05,P0295,2025-10-25,2,126.71,5.0,253.42
C01542,872.333.510-66,P1762,2025-07-05,1,362.16,5.0,362.16
C00248,269.166.978-57,P008,2025-11-07,1,219.9,4.5,219.9
C01081,216.376.182-71,P1870,2025-08-20,1,322.77,4.2,322.77
C00847,471.959.796-36,P1451,2025-09-08,1,235.29,3.8,235.29
C00366,095.701.543-73,P002,2025-06-13,1,79.9,4.5,79.9
C01233,324.006.157-05,P0678,2025-12-10,2,178.52,4.7,357.04
C00642,424.936.312-00,P0094,2025-08-01,2,363.41,4.9,726.82
C00372,475.255.341-44,P004,2025-10-26,1,169.9,4.4,169.9
C01307,096.561.014-48,P0529,2025-12-30,1,98.22,5.0,98.22
C00349,627.048.281-05,P009,2025-07-30,3,119.9,4.1,359.7
C01346,983.863.840-42,P015,2025-10-20,2,89.9,3.6,179.8
C00325,026.542.351-14,P013,2025-07-08,1,49.9,3.5,49.9
C00870,594.082.154-51,P0180,2026-01-01,1,302.1,3.7,302.1
C01616,109.104.300-04,P1218,2025-10-18,3,169.24,4.4,507.72
C00458,269.166.978-57,P009,2025-09-11,1,119.9,3.7,119.9
C01536,697.893.074-11,P1319,2025-02-07,5,174.61,3.4,873.05
C01444,126.691.215-00,P0538,2026-07-14,1,252.78,4.0,252.78
C01806,397.191.260-51,P0930,2025-09-04,2,182.09,5.0,364.18
C00338,475.255.341-44,P002,2025-01-14,2,79.9,4.6,159.8
C01431,607.337.543-33,P1733,2026-02-01,3,333.2,4.3,999.6
C01874,913.624.835-59,P0782,2026-08-23,2,277.67,3.5,555.34
C01527,706.056.641-45,P0453,2025-12-28,1,152.65,3.7,152.65
C00376,532.871.012-69,P001,2025-10-19,2,59.9,4.1,119.8
C01645,805.891.135-69,P1271,2026-06-11,1,299.27,4.2,299.27
C00215,095.701.543-73,P004,2025-10-28,1,169.9,4.4,169.9
C01178,837.455.084-83,P1254,2026-04-18,3,301.65,3.8,904.95
C00996,761.648.198-14,P1853,2025-12-08,3,363.14,3.7,1089.42
C01063,187.683.160-03,P1276,2026-06-10,2,133.38,4.8,266.76
C01040,093.141.818-63,P1075,2026-06-10,4,377.69,4.2,1510.76
C00063,480.184.514-27,P008,2025-12-12,1,219.9,3.3,219.9
C01017,189.455.906-17,P0200,2025-02-28,1,139.19,4.4,139.19
C01874,913.624.835-59,P0782,2026-08-23,2,277.67,3.5,555.34
C00874,633.535.748-83,P0777,2026-06-11,2,186.96,4.7,373.92
C00554,895.400.178-58,P0554,2025-10-28,2,378.3,5.0,756.6
C01990,299.737.631-90,P1914,2025-09-21,3,288.31,4.8,864.93
